Item No.,ONS Item Description ,Sort Field,S or Q,Seasonal months,Months,J,F,M,A,M,J,J,A,S,O,N,D,Label 1,Label 2,Label 3,Label 4,Label 5,Fixed Desc. Line 1,Fixed Desc. Line 2,Fixed Desc. Line 3,Fixed Desc. Line 4,Fixed Desc. Line 5,HELP line 1,HELP line 2,HELP line 3,HELP line 4,HELP line 5,HELP line 6,c1,c2,c3,c4,c5,n1,n2,n3,n4,n5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212518,"Fresh Veg, Carrots, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price baby carrots,Change btwn carrots with/without leaves = N,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO',Change between classes or class unknown=N,Change between CoOs or CoO unknown=C,Other,Change in country of origin,,,,Other,Change of class,Change between loose and pre-packed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212519,"Fresh Veg, Onions, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price red/white onions.,Change between spanish and normal=N.,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO'.,Change between classes or class unknown=N,Change between CoOs or CoO unknown=C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212520,"Fresh Veg, Mushrooms, per Kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price speciality varieties,"Change btwn closed cup,chestnut button & open ",varieties=N.State loose/pre-packed,if pre-packed state weight.Change btwn classes,or no class =N.Change btwn CoOs or no CoO =C,Only price organic if rep of outlet.,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212530,"Fresh Veg, Brocolli, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Must state class & CoO.,If not available state 'No class' or 'No CoO'.,Change between classes or class unknown = N.,Change between CoOs or CoO unknown = C,Only price organic if representative of outlet.,,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212531,"Fresh Veg, Courgettes, per Kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Must state class & CoO,If not available state 'No class' or 'No CoO',Change between classes or class unknown=N,Change between CoOs or CoO unknown=C,Only price organic if representative of outlet,Only price organic if representative of outlet,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212532,"Fresh veg-peppers, state loose or per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Colour,,,,,,Change single price to Kg price=N,"Change colour=C. Can split multipack,either ","same colour or mixed, change=C.Change btwn",classes or no class=N.Change btwn CoOs or,no CoO=C.Do not price sweet Ramairo peppers,Only price organic if rep of outlet.,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,F- FRESH FRUIT,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212709,"Oranges, class 1, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,State variety/CoO/Class. MUST BE Class 1 Only.,If Class not available T/M code must be used,followed by N code once pricing poss again.,Changes btwn CoO or no Coo=C code,"Can price 1 from multipack, state no.",in pack. Change single to multipack = N.,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between multi-pack and single,Change to number in multipack,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212710,"Avocado pear, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,State size e.g. med.,"Can price 1 from multipack,if multipack state no.",in pack.Change from single to multipack=N code,If not available state 'No class' or 'No CoO',Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between multi-pack and single,Change to number in multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212712,"Kiwi Fruit, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price Golden Kiwis,"Can price 1 from multipack,if multipack state no",in pack.Change from single to multipack=N code,If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,,,,Other,Change of class,Change between multi-pack and single,Change to number in multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212727,"Peaches/Nectarines, each (SEASONAL)",2,S,mar-oct,001111111100,0,0,1,1,1,1,1,1,1,1,0,0,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Change from Peach to Nectarine=C,Price per fruit NOT per Kg. Can be loose or,"pre-packed(N), change to no in pack (N)",If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change between peach and nectarine,,,Other,Change of class,Change between multi-pack and single,Change to number in multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212726,"Plums, state per pack/Kg - see help screen",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Punnet/tray/pack/bag/loose all ok.,Change loose to packaged=N. Change packing size=N,Record per Kg price where ever possible.,If not available state 'No class' or 'No CoO',Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,,,,Other,Change of class,Change between punnet and loose,Change in punnet size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212715,"Grapefruit, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,"Change between ruby red, pink & white=N","Can price 1 from multipack, if so state no",in pack.Change from single to multipack=N,If not available state 'No class' or 'No CoO',Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between multi-pack and single,Change to number in multipack,Change of colour (non-comparable variety),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212716,"Apples, Cooking, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Check that label states 'cooking apples'.,State variety.,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212717,"Apples, Dessert, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Colour,,,,,,Do not price pink varieties.DO NOT price organic,State blush/green/red.Change of colour=N,"Blush-eg Cox,Braeburn=C.Green-eg Granny Smith,","Golden Delicious=C.Red-eg Spartan,Royal Gala=C",Changes btwn classes or no class=N,changes btwn CoOs or no CoO=C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change of colour (non-comparable variety),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212718,"Pears, Dessert, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,"Do not price oriental varieties,",e.g. Chinese or Ya pears.,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212719,"Bananas, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price speciality small bananas,or red bananas or plantains.,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,,,,Other,Change of class,Change between loose and pre-packed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212720,"Strawberries, per Kg (state per kg or per punnet)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,Convert to a per Kg if poss,State whether loose or in punnet. Change = N,Change in punnet size = N,If not available state 'No class' or 'No CoO'.,Changes between classes or no class = N,Changes between CoOs or no CoO = C,Record price per Kg wherever possible,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change in punnet size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212722,"Grapes, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Switch between red/black & white=N,State whether seeded or seedless.Change=N,"State loose/pre-packed,if pre-packed state weight",If not available state 'No class' or 'No CoO',Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212725,"Small orange type fruit, state per pk/kg see hlp",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,Convert to a per Kg if poss,"types include, Satsumas, Clementines, Mandarins",Changes between types = C,Change from Pack price to Kg price = N,Change pack size  = N,Changes between classes or no class = N,changes between CoOs or no CoO = C,Other,Change in country of origin,Change to a comparable variety,,,Other,Change of class,Change between loose and pre-packed,Change pack size,Change to a non-comparable variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,F- CANNED FOOD (OTHER),1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212601,"Canned Tomatoes, 390-400g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight.Change between=N, Plain tomatoes only. No Tetrapaks.," State type e.g. plum,chopped.Change=C", Single to multipack split = N., Avoid budget range if possible, Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212603,"Baked Beans, 400-420g tin",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., Price plain beans without extras e.g. sausages., Jumbo beans OK., Only price organic if representative of outlet., Avoid budget range if possible., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212608,"Canned Sweetcorn, 198-340g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., Price plain sweetcorn with no additions e.g. peas.," No creamed or organic sweetcorn to be priced,", other varieties comparable with each other., Avoid budget range if possible., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212807,"Canned Fruit, 400-450g, specify type",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., State type & if in juice or syrup., Change between type = (N)., Only price organic if representative of outlet., Avoid budget range if possible., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change between juice & syrup,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212910,"Canned Soup, 390-425g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., State flavour. Same item different flavour = (C), , Only price organic if representative of outlet., Avoid budget range if possible., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,F- CONDIMENTS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211408,"Olive Oil,500ml - 1 Litre",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," State whether virgin / extra virgin, change = N", , , Only price organic if representative of outlet., Avoid budget range if possible., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212905,"Vegetable Pickle, 280-520g (e.g Branston)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between =N.," State type e.g. sandwich, ploughmans. Change=N.", Do not price relish or chutney., Piccalilli / mustard pickle OK., Avoid budget range if possible., Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212917,"Tomato Ketchup, bottle, 340-500g / 290 - 460mls",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Glass/Plastic,Other2,Other3,,,,,, State gms/mls, Any change of size or mls to gms = N.," Glass & plastic both OK, change = N"," Do Not price flavoured varieties.Low Salt, Organic"," may be price if representative, change between=N", Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212930,Mayonnaise 400g-500g,2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight.Change between=N, Normal or lite varieties=C.Not flavoured., Can price glass/plastic squeezy bottles.Change=N., Only price organic if representative of outlet., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change between normal or light,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between glass or plastic bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,F- POWDERED FOODS/READY MEALS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212936,"Chilled Ready-meal, meat based, serve 1,specify wt",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight.Change =N., Change in dishes=C, For one person," Can price budget/standard/premium, change=N", Only price organic if representative of outlet, Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between budget / premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212937,"Chilled Ready-meal, fish/veg, serve 1, specify wt",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight.Change =N., Change of fish to Veg=N. Change of meal, within type=C. For one person," Can price budget/standard/premium, change=N", Only price organic if representative of outlet, Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between budget / premium,Change between fish and veg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212923,"Cook-in sauce,jar/can 350-520g (eg bolognese)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between=N, State jar or can change between=N, State flavour. Same item different flavour=C, Only price organic if representative of outlet., Avoid budget range if possible., Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between jar and can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211816,Powdered Baby Formula 900gm tin Follow On Milk,2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, Must state FollowOn milk, And be suitable for 6months+, All major brands have a follow on milk., Brand to brand = C., Do not price soy milk, ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212934,Dried potted snack eg noodles/pasta (50-120g),2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," Needs to have just hot water or milk added,", stirred & then left to stand, Do not price dried snacks that need to be cooked, Only price organic if represents outlet., Check & record weight carefully, Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,"Same item,different flavour",,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,F- FROZEN FOOD (OTHER),1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
